OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue,,,
SO - 0001166,26-06-2019,07-07-2019,15,Export,AUD,NXH382,96,13,12,"5,896.00","3,950.32","70,752.00",,,
SO - 0002022,26-06-2019,04-07-2019,43,Export,NZD,NXH382,70,9,6,"1,105.50",464.31,"6,633.00",,,
SO - 0002842,26-06-2019,09-07-2019,4,Export,USD,NXH382,13,11,6,"1,018.40",427.73,"6,110.40",,,
SO - 0003680,26-06-2019,06-07-2019,7,Distributor,NZD,NXH382,28,5,6,"1,072.00",728.96,"6,432.00",,,
SO - 0004484,26-06-2019,05-07-2019,44,Distributor,USD,NXH382,18,1,11,"2,572.80","1,517.95","28,300.80",,,
SO - 0007864,26-06-2019,30-06-2019,5,Distributor,EUR,NXH382,39,7,7,"3,571.10","2,464.06","24,997.70",,,
SO - 0002935,27-06-2019,08-07-2019,32,Wholesale,NZD,NXH382,24,7,5,"3,926.20","2,237.93","19,631.00",,,
SO - 0005499,27-06-2019,01-07-2019,46,Wholesale,USD,NXH382,65,7,12,"2,546.00","1,934.96","30,552.00",,,
SO - 0005700,27-06-2019,03-07-2019,41,Wholesale,USD,NXH382,25,1,7,"1,058.60",455.20,"7,410.20",,,
SO - 0007398,27-06-2019,06-07-2019,29,Wholesale,NZD,NXH382,91,5,12,241.20,127.84,"2,894.40",,,
SO - 000971,28-06-2019,04-07-2019,4,Wholesale,NZD,NXH382,75,2,5,871.00,557.44,"4,355.00",,,
SO - 0002035,28-06-2019,12-07-2019,10,Distributor,EUR,NXH382,23,1,11,"3,973.10","3,257.94","43,704.10",,,
SO - 0003157,28-06-2019,04-07-2019,33,Wholesale,USD,NXH382,46,4,11,"2,566.10","1,616.64","28,227.10",,,
SO - 0006966,28-06-2019,13-07-2019,29,Wholesale,NZD,NXH382,69,5,5,"1,025.10",420.29,"5,125.50",,,
SO - 0007836,28-06-2019,05-07-2019,48,Wholesale,USD,NXH382,36,11,6,"1,829.10","1,371.83","10,974.60",,,
SO - 0007932,28-06-2019,12-07-2019,32,Wholesale,AUD,NXH382,72,7,6,268.00,219.76,"1,608.00",,,
SO - 0001961,29-06-2019,14-07-2019,19,Export,NZD,NXH382,27,2,12,"1,051.90",662.70,"12,622.80",,,
SO - 0002366,29-06-2019,08-07-2019,21,Wholesale,GBP,NXH382,71,11,11,194.30,141.84,"2,137.30",,,
SO - 0002668,29-06-2019,12-07-2019,37,Distributor,EUR,NXH382,27,1,10,"1,996.60","1,557.35","19,966.00",,,
SO - 0002786,29-06-2019,12-07-2019,29,Distributor,USD,NXH382,37,1,5,"3,685.00","2,726.90","18,425.00",,,
SO - 0003192,29-06-2019,17-07-2019,3,Distributor,USD,NXH382,48,10,8,214.40,150.08,"1,715.20",,,
SO - 0004000,29-06-2019,16-07-2019,41,Distributor,GBP,NXH382,82,2,9,247.90,176.01,"2,231.10",,,
SO - 0005178,29-06-2019,17-07-2019,38,Wholesale,AUD,NXH382,96,7,9,"1,862.60","1,192.06","16,763.40",,,
SO - 0005729,29-06-2019,16-07-2019,36,Wholesale,NZD,NXH382,49,2,10,"3,825.70","1,836.34","38,257.00",,,
SO - 0007022,29-06-2019,10-07-2019,9,Distributor,NZD,NXH382,74,10,9,"2,432.10","1,556.54","21,888.90",,,
SO - 000495,30-06-2019,15-07-2019,27,Wholesale,EUR,NXH382,40,9,11,"6,405.20","3,138.55","70,457.20",,,
SO - 0002444,30-06-2019,16-07-2019,32,Wholesale,NZD,NXH382,34,1,5,917.90,440.59,"4,589.50",,,
SO - 0003619,30-06-2019,07-07-2019,45,Wholesale,USD,NXH382,21,7,10,"2,539.30","2,082.23","25,393.00",,,
SO - 0004076,30-06-2019,07-07-2019,12,Distributor,EUR,NXH382,23,10,8,"1,842.50","1,529.28","14,740.00",,,
SO - 0005263,30-06-2019,17-07-2019,10,Wholesale,USD,NXH382,28,11,6,"1,943.00","1,515.54","11,658.00",,,
SO - 0007576,30-06-2019,05-07-2019,48,Distributor,AUD,NXH382,3,9,11,891.10,356.44,"9,802.10",,,
SO - 0007596,30-06-2019,18-07-2019,35,Wholesale,USD,NXH382,51,5,10,"2,217.70","1,153.20","22,177.00",,,
SO - 000295,01-07-2019,14-07-2019,27,Wholesale,NZD,NXH382,57,6,10,"1,829.10",768.22,"18,291.00",,,
SO - 0001596,01-07-2019,05-07-2019,34,Export,USD,NXH382,83,9,7,254.60,127.30,"1,782.20",,,
SO - 0004013,01-07-2019,05-07-2019,23,Distributor,USD,NXH382,92,10,7,"1,782.20","1,301.01","12,475.40",,,
SO - 0004660,01-07-2019,16-07-2019,39,Distributor,AUD,NXH382,46,7,9,"3,999.90","2,319.94","35,999.10",,,
SO - 0004782,01-07-2019,18-07-2019,36,Wholesale,AUD,NXH382,9,5,9,"2,345.00","1,195.95","21,105.00",,,
SO - 0006599,01-07-2019,16-07-2019,47,Distributor,NZD,NXH382,39,5,11,"1,916.20","1,207.21","21,078.20",,,
SO - 0003076,02-07-2019,07-07-2019,14,Distributor,USD,NXH382,6,12,10,"3,946.30","3,354.36","39,463.00",,,
SO - 0005421,02-07-2019,15-07-2019,34,Wholesale,AUD,NXH382,76,5,11,"3,999.90","2,799.93","43,998.90",,,
SO - 0007392,02-07-2019,09-07-2019,29,Distributor,GBP,NXH382,25,2,8,964.80,742.90,"7,718.40",,,
SO - 000426,03-07-2019,15-07-2019,13,Wholesale,NZD,NXH382,92,2,7,"1,165.80",582.90,"8,160.60",,,
SO - 0001424,03-07-2019,14-07-2019,47,Distributor,AUD,NXH382,69,1,7,"1,688.40",844.20,"11,818.80",,,
SO - 0001606,03-07-2019,07-07-2019,10,Wholesale,NZD,NXH382,51,2,11,"1,092.10",720.79,"12,013.10",,,
SO - 0004767,03-07-2019,19-07-2019,9,Distributor,USD,NXH382,35,2,12,"3,865.90","3,247.36","46,390.80",,,
SO - 0006093,03-07-2019,19-07-2019,7,Wholesale,EUR,NXH382,83,13,11,"6,177.40","5,065.47","67,951.40",,,
SO - 0007464,03-07-2019,11-07-2019,8,Wholesale,USD,NXH382,58,1,9,"1,078.70",765.88,"9,708.30",,,
SO - 000861,04-07-2019,18-07-2019,50,Wholesale,GBP,NXH382,20,2,7,"5,339.90","2,830.15","37,379.30",,,
SO - 0001032,04-07-2019,11-07-2019,45,Distributor,USD,NXH382,46,9,9,"2,546.00","1,654.90","22,914.00",,,
SO - 0001543,04-07-2019,09-07-2019,38,Distributor,USD,NXH382,19,5,7,"2,445.50","1,785.22","17,118.50",,,
SO - 0002258,04-07-2019,19-07-2019,48,Wholesale,AUD,NXH382,61,8,8,998.30,708.79,"7,986.40",,,
SO - 0002949,04-07-2019,14-07-2019,32,Wholesale,USD,NXH382,99,1,8,"3,906.10","1,601.50","31,248.80",,,
SO - 0003435,04-07-2019,16-07-2019,49,Wholesale,NZD,NXH382,68,6,11,214.40,120.06,"2,358.40",,,
SO - 0003706,04-07-2019,14-07-2019,18,Wholesale,AUD,NXH382,8,6,9,964.80,627.12,"8,683.20",,,
SO - 0005838,04-07-2019,09-07-2019,2,Wholesale,USD,NXH382,61,12,12,"3,859.20","2,817.22","46,310.40",,,
SO - 0006510,04-07-2019,19-07-2019,17,Wholesale,NZD,NXH382,22,7,11,234.50,157.12,"2,579.50",,,
SO - 0006807,04-07-2019,14-07-2019,37,Wholesale,NZD,NXH382,51,2,5,"1,721.90","1,343.08","8,609.50",,,
SO - 0007172,04-07-2019,11-07-2019,46,Wholesale,GBP,NXH382,24,13,6,194.30,95.21,"1,165.80",,,
SO - 0007293,04-07-2019,12-07-2019,45,Distributor,AUD,NXH382,42,1,5,"1,018.40",723.06,"5,092.00",,,
SO - 0007524,04-07-2019,17-07-2019,32,Export,AUD,NXH382,19,1,6,"1,172.50",961.45,"7,035.00",,,
SO - 0001955,05-07-2019,08-07-2019,26,Wholesale,USD,NXH382,63,9,8,"6,532.50","3,984.83","52,260.00",,,
SO - 0002044,05-07-2019,08-07-2019,5,Wholesale,USD,NXH382,96,13,7,214.40,135.07,"1,500.80",,,
SO - 0003545,05-07-2019,08-07-2019,17,Wholesale,AUD,NXH382,22,1,7,"6,411.90","4,680.69","44,883.30",,,
SO - 0004339,05-07-2019,09-07-2019,29,Distributor,NZD,NXH382,17,1,7,"1,051.90",631.14,"7,363.30",,,
SO - 0005294,05-07-2019,09-07-2019,6,Wholesale,NZD,NXH382,83,11,9,214.40,139.36,"1,929.60",,,
SO - 0005747,05-07-2019,17-07-2019,14,Distributor,NZD,NXH382,23,7,9,"1,206.00",747.72,"10,854.00",,,
SO - 0007346,05-07-2019,19-07-2019,30,Distributor,USD,NXH382,11,2,10,"1,118.90",883.93,"11,189.00",,,
SO - 0007925,05-07-2019,19-07-2019,12,Distributor,NZD,NXH382,65,7,5,"2,479.00","1,760.09","12,395.00",,,
SO - 0002197,06-07-2019,23-07-2019,38,Wholesale,NZD,NXH382,17,2,9,"3,892.70","2,374.55","35,034.30",,,
SO - 0003448,06-07-2019,13-07-2019,45,Wholesale,USD,NXH382,11,2,8,"1,072.00",825.44,"8,576.00",,,
SO - 0005154,06-07-2019,12-07-2019,9,Export,USD,NXH382,96,1,8,857.60,660.35,"6,860.80",,,
SO - 0005562,06-07-2019,21-07-2019,12,Wholesale,NZD,NXH382,87,5,7,"3,953.00","1,976.50","27,671.00",,,
SO - 0005687,06-07-2019,20-07-2019,23,Wholesale,AUD,NXH382,51,11,7,"2,398.60","1,439.16","16,790.20",,,
SO - 0006212,06-07-2019,19-07-2019,11,Wholesale,NZD,NXH382,41,11,7,"1,011.70",839.71,"7,081.90",,,
SO - 000745,07-07-2019,16-07-2019,22,Export,NZD,NXH382,44,2,6,763.80,404.81,"4,582.80",,,
SO - 0001377,07-07-2019,14-07-2019,30,Wholesale,NZD,NXH382,58,13,6,"3,182.50","1,686.73","19,095.00",,,
SO - 0001401,07-07-2019,14-07-2019,14,Wholesale,USD,NXH382,14,14,9,"1,715.20",943.36,"15,436.80",,,
SO - 0001636,07-07-2019,22-07-2019,39,Distributor,NZD,NXH382,51,9,5,268.00,182.24,"1,340.00",,,
SO - 0001711,07-07-2019,23-07-2019,36,Export,EUR,NXH382,41,9,7,"1,038.50",768.49,"7,269.50",,,
SO - 0002081,07-07-2019,10-07-2019,3,Wholesale,NZD,NXH382,6,1,10,"3,819.00","3,131.58","38,190.00",,,
SO - 0006368,07-07-2019,18-07-2019,32,Distributor,USD,NXH382,77,6,5,214.40,132.93,"1,072.00",,,
SO - 0007156,07-07-2019,24-07-2019,16,Wholesale,AUD,NXH382,60,2,5,"2,391.90","1,148.11","11,959.50",,,
SO - 000884,08-07-2019,17-07-2019,21,Distributor,NZD,NXH382,44,5,9,"5,380.10","3,174.26","48,420.90",,,
SO - 0001334,08-07-2019,15-07-2019,25,Distributor,EUR,NXH382,39,11,10,"2,646.50","1,561.44","26,465.00",,,
SO - 0005104,08-07-2019,13-07-2019,43,Distributor,NZD,NXH382,75,10,5,268.00,131.32,"1,340.00",,,
SO - 0005774,08-07-2019,12-07-2019,1,Wholesale,USD,NXH382,96,5,7,214.40,122.21,"1,500.80",,,
SO - 0006393,08-07-2019,23-07-2019,36,Wholesale,NZD,NXH382,68,10,9,"1,969.80",965.20,"17,728.20",,,
SO - 0007713,08-07-2019,12-07-2019,33,Wholesale,NZD,NXH382,96,1,10,"3,738.60","1,869.30","37,386.00",,,
SO - 0007801,08-07-2019,16-07-2019,18,Wholesale,AUD,NXH382,49,7,7,"2,673.30","1,256.45","18,713.10",,,
SO - 0002930,09-07-2019,22-07-2019,18,Distributor,USD,NXH382,70,7,6,"2,512.50","1,582.88","15,075.00",,,
SO - 0004687,09-07-2019,13-07-2019,49,Wholesale,GBP,NXH382,90,1,6,"1,065.30",767.02,"6,391.80",,,
SO - 0006329,09-07-2019,21-07-2019,1,Wholesale,USD,NXH382,23,12,5,"2,713.50","1,600.97","13,567.50",,,
SO - 0002614,10-07-2019,18-07-2019,21,Wholesale,NZD,NXH382,15,11,7,"1,112.20",489.37,"7,785.40",,,
SO - 0003915,10-07-2019,17-07-2019,5,Wholesale,NZD,NXH382,58,2,7,"1,092.10",513.29,"7,644.70",,,
SO - 0005256,10-07-2019,14-07-2019,21,Wholesale,EUR,NXH382,86,7,9,207.70,95.54,"1,869.30",,,
SO - 0005791,10-07-2019,16-07-2019,12,Distributor,NZD,NXH382,74,5,5,"3,162.40","1,865.82","15,812.00",,,
SO - 0005898,10-07-2019,18-07-2019,4,Wholesale,NZD,NXH382,66,9,11,261.30,175.07,"2,874.30",,,
SO - 0007163,10-07-2019,16-07-2019,29,Export,EUR,NXH382,20,5,9,"1,112.20",912.00,"10,009.80",,,
SO - 0001156,11-07-2019,15-07-2019,32,Export,USD,NXH382,87,11,12,"5,788.80","2,778.62","69,465.60",,,
SO - 0001265,11-07-2019,18-07-2019,25,Wholesale,NZD,NXH382,40,1,9,241.20,166.43,"2,170.80",,,
SO - 0004927,11-07-2019,19-07-2019,5,Distributor,GBP,NXH382,84,5,6,"3,577.80","1,645.79","21,466.80",,,
SO - 0005854,11-07-2019,23-07-2019,50,Export,EUR,NXH382,34,5,9,"2,338.30","1,215.92","21,044.70",,,
SO - 0006927,11-07-2019,28-07-2019,17,Wholesale,EUR,NXH382,60,5,6,"5,098.70","3,059.22","30,592.20",,,
SO - 0008020,11-07-2019,20-07-2019,3,Distributor,GBP,NXH382,100,7,5,"1,139.00",785.91,"5,695.00",,,
SO - 000602,12-07-2019,26-07-2019,48,Wholesale,EUR,NXH382,93,1,12,"1,058.60",645.75,"12,703.20",,,
SO - 0001132,12-07-2019,19-07-2019,28,Export,NZD,NXH382,65,2,12,"6,070.20","3,277.91","72,842.40",,,
SO - 0001368,12-07-2019,22-07-2019,47,Wholesale,NZD,NXH382,18,7,12,"2,418.70","1,330.29","29,024.40",,,
SO - 0001934,12-07-2019,19-07-2019,19,Wholesale,USD,NXH382,96,4,12,"2,860.90","1,745.15","34,330.80",,,
SO - 0002497,12-07-2019,21-07-2019,32,Wholesale,USD,NXH382,23,14,9,"1,976.50",849.90,"17,788.50",,,
SO - 0004123,12-07-2019,30-07-2019,29,Wholesale,USD,NXH382,52,4,9,174.20,108.00,"1,567.80",,,
SO - 0001338,13-07-2019,26-07-2019,42,Wholesale,NZD,NXH382,53,7,6,"1,098.80",912.00,"6,592.80",,,
SO - 0002087,13-07-2019,19-07-2019,10,Wholesale,NZD,NXH382,33,7,8,"2,398.60","1,319.23","19,188.80",,,
SO - 0003809,13-07-2019,17-07-2019,7,Export,AUD,NXH382,9,12,8,897.80,664.37,"7,182.40",,,
SO - 0004104,13-07-2019,27-07-2019,25,Wholesale,NZD,NXH382,20,2,7,"3,839.10","2,457.02","26,873.70",,,
SO - 0004349,13-07-2019,20-07-2019,12,Wholesale,USD,NXH382,91,2,6,"1,025.10",686.82,"6,150.60",,,
SO - 0004774,13-07-2019,31-07-2019,15,Export,AUD,NXH382,12,11,5,958.10,526.96,"4,790.50",,,
SO - 0005326,13-07-2019,25-07-2019,49,Distributor,NZD,NXH382,11,1,8,917.90,771.04,"7,343.20",,,
SO - 0007438,13-07-2019,29-07-2019,10,Export,NZD,NXH382,23,3,7,"3,919.50","2,508.48","27,436.50",,,
SO - 0002072,14-07-2019,22-07-2019,1,Wholesale,GBP,NXH382,81,13,12,"2,519.20","1,713.06","30,230.40",,,
SO - 0002745,14-07-2019,30-07-2019,1,Distributor,USD,NXH382,75,4,12,"1,098.80",780.15,"13,185.60",,,
SO - 0002942,14-07-2019,22-07-2019,17,Distributor,NZD,NXH382,58,11,9,"1,788.90","1,413.23","16,100.10",,,
SO - 0003323,14-07-2019,24-07-2019,48,Wholesale,USD,NXH382,5,5,9,"3,999.90","2,759.93","35,999.10",,,
SO - 0004794,14-07-2019,20-07-2019,10,Wholesale,NZD,NXH382,93,1,9,"3,892.70","2,841.67","35,034.30",,,
SO - 0005339,14-07-2019,30-07-2019,8,Wholesale,NZD,NXH382,84,1,9,"5,460.50","3,767.75","49,144.50",,,
SO - 0006572,14-07-2019,27-07-2019,15,Export,USD,NXH382,18,7,8,971.50,757.77,"7,772.00",,,
SO - 0007142,14-07-2019,21-07-2019,44,Wholesale,AUD,NXH382,92,2,5,"1,902.80",932.37,"9,514.00",,,
SO - 000440,15-07-2019,18-07-2019,6,Wholesale,USD,NXH382,61,1,9,"3,892.70","3,075.23","35,034.30",,,
SO - 000477,15-07-2019,29-07-2019,30,Distributor,EUR,NXH382,23,7,11,857.60,548.86,"9,433.60",,,
SO - 0002220,15-07-2019,29-07-2019,28,Wholesale,USD,NXH382,95,2,11,"1,065.30",788.32,"11,718.30",,,
SO - 0003241,15-07-2019,27-07-2019,49,Wholesale,USD,NXH382,1,11,6,"1,125.60",675.36,"6,753.60",,,
SO - 0003691,15-07-2019,20-07-2019,39,Wholesale,AUD,NXH382,35,5,8,"3,892.70","2,413.47","31,141.60",,,
SO - 0004608,15-07-2019,19-07-2019,35,Distributor,GBP,NXH382,24,7,9,"1,085.40",922.59,"9,768.60",,,
SO - 0006109,15-07-2019,29-07-2019,38,Wholesale,NZD,NXH382,50,5,6,"2,445.50",978.20,"14,673.00",,,
SO - 0007197,15-07-2019,02-08-2019,25,Export,NZD,NXH382,85,7,7,"1,145.70",469.74,"8,019.90",,,
SO - 0007555,15-07-2019,31-07-2019,42,Wholesale,GBP,NXH382,63,7,7,"1,708.50","1,042.19","11,959.50",,,
SO - 0007597,15-07-2019,30-07-2019,2,Export,NZD,NXH382,20,2,12,"1,132.30",951.13,"13,587.60",,,
SO - 0005375,16-07-2019,24-07-2019,14,Wholesale,USD,NXH382,42,11,8,"4,006.60","2,724.49","32,052.80",,,
SO - 0005504,16-07-2019,28-07-2019,50,Wholesale,GBP,NXH382,94,1,9,"3,966.40","1,586.56","35,697.60",,,
SO - 0005953,16-07-2019,20-07-2019,11,Wholesale,NZD,NXH382,5,7,9,"2,211.00","1,238.16","19,899.00",,,
SO - 0007753,16-07-2019,31-07-2019,48,Distributor,AUD,NXH382,18,7,7,221.10,106.13,"1,547.70",,,
SO - 0001113,17-07-2019,21-07-2019,7,Wholesale,USD,NXH382,4,2,11,"3,390.20","1,932.41","37,292.20",,,
SO - 0002556,17-07-2019,29-07-2019,17,Wholesale,AUD,NXH382,63,2,11,"2,405.30",986.17,"26,458.30",,,
SO - 0004077,17-07-2019,22-07-2019,11,Wholesale,NZD,NXH382,58,9,12,214.40,96.48,"2,572.80",,,
SO - 0005794,17-07-2019,24-07-2019,35,Export,GBP,NXH382,5,1,9,"2,626.40","1,391.99","23,637.60",,,
SO - 0005831,17-07-2019,29-07-2019,14,Export,NZD,NXH382,34,1,5,268.00,176.88,"1,340.00",,,
SO - 0007511,17-07-2019,03-08-2019,49,Distributor,NZD,NXH382,29,1,9,"1,031.80",650.03,"9,286.20",,,
SO - 000113,18-07-2019,23-07-2019,36,Export,NZD,NXH382,19,1,7,"1,051.90",641.66,"7,363.30",,,
SO - 0001958,18-07-2019,23-07-2019,15,Distributor,AUD,NXH382,70,1,5,"5,172.40","3,258.61","25,862.00",,,
SO - 0005012,18-07-2019,21-07-2019,24,Wholesale,AUD,NXH382,17,13,6,"2,479.00","1,735.30","14,874.00",,,
SO - 0006359,18-07-2019,27-07-2019,36,Wholesale,AUD,NXH382,67,6,5,"1,956.40","1,545.56","9,782.00",,,
SO - 0006675,18-07-2019,26-07-2019,18,Distributor,USD,NXH382,66,1,5,"1,098.80",505.45,"5,494.00",,,
SO - 0006703,18-07-2019,04-08-2019,14,Wholesale,NZD,NXH382,61,11,10,"5,286.30","2,325.97","52,863.00",,,
SO - 0007446,18-07-2019,30-07-2019,9,Export,AUD,NXH382,70,7,12,"1,045.20",846.61,"12,542.40",,,
SO - 0001524,19-07-2019,29-07-2019,22,Wholesale,AUD,NXH382,59,5,9,951.40,808.69,"8,562.60",,,
SO - 0002350,19-07-2019,26-07-2019,23,Distributor,USD,NXH382,68,11,12,884.40,486.42,"10,612.80",,,
SO - 0002378,19-07-2019,22-07-2019,42,Wholesale,USD,NXH382,56,7,5,"3,932.90","2,202.42","19,664.50",,,
SO - 0004659,19-07-2019,22-07-2019,47,Wholesale,NZD,NXH382,12,2,8,"2,532.60","2,076.73","20,260.80",,,
SO - 0004772,19-07-2019,01-08-2019,41,Wholesale,NZD,NXH382,74,3,6,"3,973.10","2,781.17","23,838.60",,,
SO - 0005026,19-07-2019,27-07-2019,23,Wholesale,AUD,NXH382,13,7,5,"2,566.10","1,950.24","12,830.50",,,
SO - 0005670,19-07-2019,03-08-2019,15,Wholesale,NZD,NXH382,68,2,10,"3,892.70","2,335.62","38,927.00",,,
SO - 0006904,19-07-2019,29-07-2019,3,Wholesale,NZD,NXH382,62,11,12,"5,480.60","4,110.45","65,767.20",,,
SO - 0006931,19-07-2019,28-07-2019,9,Wholesale,USD,NXH382,94,1,10,"1,078.70",474.63,"10,787.00",,,
SO - 0007078,19-07-2019,26-07-2019,9,Distributor,USD,NXH382,70,13,7,241.20,202.61,"1,688.40",,,
SO - 0008029,19-07-2019,29-07-2019,40,Wholesale,NZD,NXH382,70,11,11,"3,390.20","1,729.00","37,292.20",,,
SO - 000270,20-07-2019,26-07-2019,27,Wholesale,AUD,NXH382,55,6,8,247.90,195.84,"1,983.20",,,
SO - 0001598,20-07-2019,29-07-2019,23,Wholesale,USD,NXH382,42,2,10,261.30,209.04,"2,613.00",,,
SO - 0003276,20-07-2019,24-07-2019,18,Wholesale,AUD,NXH382,72,1,8,"6,170.70","4,010.96","49,365.60",,,
SO - 0004088,20-07-2019,31-07-2019,4,Wholesale,USD,NXH382,49,2,8,"1,949.70",896.86,"15,597.60",,,
SO - 0001435,21-07-2019,07-08-2019,17,Wholesale,NZD,NXH382,89,11,5,"2,244.50","1,054.92","11,222.50",,,
SO - 0001657,21-07-2019,08-08-2019,4,Wholesale,NZD,NXH382,54,7,11,"3,041.80","1,551.32","33,459.80",,,
SO - 0002370,21-07-2019,25-07-2019,13,Export,USD,NXH382,21,1,8,194.30,101.04,"1,554.40",,,
SO - 0006038,21-07-2019,28-07-2019,30,Distributor,GBP,NXH382,78,13,9,"3,886.00","2,059.58","34,974.00",,,
SO - 0006301,21-07-2019,05-08-2019,42,Distributor,USD,NXH382,97,7,12,"1,949.70",896.86,"23,396.40",,,
SO - 0007182,21-07-2019,28-07-2019,23,Wholesale,NZD,NXH382,62,11,6,"1,051.90",809.96,"6,311.40",,,
SO - 0001102,22-07-2019,02-08-2019,8,Wholesale,EUR,NXH382,22,11,5,"2,291.40","1,603.98","11,457.00",,,
SO - 0001696,22-07-2019,25-07-2019,30,Export,USD,NXH382,24,11,10,"3,825.70","2,295.42","38,257.00",,,
SO - 0002437,22-07-2019,30-07-2019,13,Distributor,NZD,NXH382,41,1,7,"1,092.10",589.73,"7,644.70",,,
SO - 0002592,22-07-2019,02-08-2019,47,Wholesale,NZD,NXH382,14,3,12,944.70,774.65,"11,336.40",,,
SO - 0002645,22-07-2019,31-07-2019,48,Wholesale,AUD,NXH382,42,12,7,227.80,95.68,"1,594.60",,,
SO - 0002972,22-07-2019,01-08-2019,11,Distributor,NZD,NXH382,67,10,7,844.20,379.89,"5,909.40",,,
SO - 0003154,22-07-2019,28-07-2019,34,Wholesale,USD,NXH382,32,11,10,"2,465.60","1,972.48","24,656.00",,,
SO - 0006052,22-07-2019,06-08-2019,39,Wholesale,AUD,NXH382,7,1,9,"1,266.30",835.76,"11,396.70",,,
SO - 0007599,22-07-2019,03-08-2019,24,Wholesale,EUR,NXH382,90,7,9,958.10,603.60,"8,622.90",,,
SO - 000808,23-07-2019,01-08-2019,31,Wholesale,NZD,NXH382,58,2,10,"3,999.90","2,679.93","39,999.00",,,
SO - 0007192,23-07-2019,07-08-2019,2,Wholesale,USD,NXH382,74,5,11,254.60,173.13,"2,800.60",,,
SO - 0007470,23-07-2019,02-08-2019,11,Wholesale,AUD,NXH382,58,5,11,"5,078.60","4,113.67","55,864.60",,,
SO - 000445,24-07-2019,04-08-2019,43,Wholesale,NZD,NXH382,29,11,6,180.90,74.17,"1,085.40",,,
SO - 0001337,24-07-2019,09-08-2019,42,Wholesale,USD,NXH382,92,4,6,268.00,125.96,"1,608.00",,,
SO - 0002024,24-07-2019,29-07-2019,21,Wholesale,NZD,NXH382,39,10,12,"3,939.60","3,230.47","47,275.20",,,
SO - 0002344,24-07-2019,02-08-2019,31,Distributor,USD,NXH382,85,11,12,221.10,181.30,"2,653.20",,,
SO - 0002760,24-07-2019,27-07-2019,26,Wholesale,AUD,NXH382,6,11,10,"3,738.60","2,766.56","37,386.00",,,
SO - 0004223,24-07-2019,30-07-2019,45,Wholesale,EUR,NXH382,12,14,8,"1,742.00","1,201.98","13,936.00",,,
SO - 0004259,24-07-2019,11-08-2019,16,Export,NZD,NXH382,58,7,10,194.30,163.21,"1,943.00",,,
SO - 0005396,24-07-2019,09-08-2019,15,Export,AUD,NXH382,28,5,9,"1,005.00",542.70,"9,045.00",,,
SO - 0005431,24-07-2019,05-08-2019,47,Wholesale,USD,NXH382,9,14,5,"5,514.10","2,536.49","27,570.50",,,
SO - 0006410,24-07-2019,11-08-2019,24,Wholesale,NZD,NXH382,31,9,11,"2,586.20","1,086.20","28,448.20",,,
SO - 0002847,25-07-2019,04-08-2019,36,Distributor,NZD,NXH382,40,2,9,"1,118.90",559.45,"10,070.10",,,
SO - 0003017,25-07-2019,08-08-2019,3,Wholesale,NZD,NXH382,85,11,8,"3,343.30","2,540.91","26,746.40",,,
SO - 0005321,25-07-2019,08-08-2019,20,Wholesale,USD,NXH382,52,7,6,"2,318.20","1,414.10","13,909.20",,,
SO - 0005483,25-07-2019,07-08-2019,41,Wholesale,USD,NXH382,90,5,10,"5,829.00","3,730.56","58,290.00",,,
SO - 0007095,25-07-2019,30-07-2019,18,Distributor,NZD,NXH382,24,14,5,"2,800.60","1,680.36","14,003.00",,,
SO - 0007458,25-07-2019,30-07-2019,31,Wholesale,USD,NXH382,74,2,5,"1,112.20",633.95,"5,561.00",,,
SO - 0001075,26-07-2019,03-08-2019,27,Wholesale,USD,NXH382,82,11,11,"2,378.50","1,379.53","26,163.50",,,
SO - 0001405,26-07-2019,04-08-2019,19,Wholesale,NZD,NXH382,29,2,9,944.70,661.29,"8,502.30",,,
SO - 0002226,26-07-2019,09-08-2019,30,Export,GBP,NXH382,43,7,5,"1,072.00",825.44,"5,360.00",,,
SO - 0002458,26-07-2019,08-08-2019,36,Wholesale,USD,NXH382,28,4,6,"2,452.20","1,422.28","14,713.20",,,
SO - 0002467,26-07-2019,30-07-2019,9,Distributor,GBP,NXH382,11,7,5,"2,472.30","1,161.98","12,361.50",,,
SO - 0002712,26-07-2019,04-08-2019,18,Export,NZD,NXH382,93,7,10,"3,932.90","2,123.77","39,329.00",,,
SO - 0003467,26-07-2019,03-08-2019,44,Distributor,GBP,NXH382,22,1,7,"1,058.60",518.71,"7,410.20",,,
SO - 0004238,26-07-2019,29-07-2019,15,Wholesale,AUD,NXH382,3,7,8,"6,458.80","4,714.92","51,670.40",,,
SO - 0004376,26-07-2019,13-08-2019,48,Export,USD,NXH382,76,5,12,"3,993.20","1,717.08","47,918.40",,,
SO - 0004673,26-07-2019,07-08-2019,40,Wholesale,NZD,NXH382,55,11,7,"5,232.70","3,924.53","36,628.90",,,
SO - 0004682,26-07-2019,04-08-2019,20,Distributor,USD,NXH382,97,5,5,214.40,150.08,"1,072.00",,,
SO - 0006818,26-07-2019,09-08-2019,23,Distributor,NZD,NXH382,21,2,8,261.30,154.17,"2,090.40",,,
